station_id,create_time,station_lg,station_lt,station_fast_cnt,station_slow_cnt,construction,park_num,WGS84_station_lg,WGS84_station_lt,DB09_station_lg,DB09_station_lt,Service_population
101437000_18569,2023/6/19 16:17,113.166123,23.397522,24,0,0,24,113.160669,23.400007,113.172554,23.403844,59484.2963
101437000_20848,2023/8/15 16:18,113.356059,22.980033,24,0,0,24,113.350594,22.982639,113.362605,22.985806,59484.2963
101437000_21270,2023/8/28 12:00,113.556886,23.201077,24,0,0,24,113.551738,23.203865,113.563427,23.20696,59484.2963
MA5DT8Q54_4401120339,2023/8/29 8:02,113.50766,23.154806,24,0,3,0,113.502359,23.157481,113.514099,23.161077,59484.2963
MA5DT8Q54_4401030144,2023/8/29 8:03,113.254175,23.055445,24,0,1,0,113.248855,23.058156,113.260674,23.061522,59484.2963
101437000_21856,2023/9/12 14:55,113.292227,23.268192,24,0,0,24,113.286864,23.270797,113.29866,23.274462,59484.2963
101437000_23093,2023/10/17 20:51,113.382875,23.079835,24,0,0,24,113.377365,23.082361,113.389349,23.086051,59484.2963
101437000_23477,2023/10/27 20:38,113.589138,23.534027,24,0,0,24,113.584025,23.536795,113.595714,23.539727,59484.2963
101437000_23513,2023/10/30 10:03,113.481137,22.869453,24,0,0,20,113.475764,22.872169,113.487658,22.875299,59484.2963
101437000_23611,2023/10/31 14:30,113.243449,23.280424,24,0,0,24,113.238113,23.283048,113.249973,23.28631,59484.2963
101437000_23743,2023/11/3 16:02,113.37376,23.053231,24,0,0,24,113.368262,23.055779,113.380259,23.0593,59484.2963
101437000_25003,2023/11/28 20:52,113.308111,22.997676,24,0,0,24,113.30274,23.000363,113.314589,23.003706,59484.2963
101437000_25001,2023/11/28 20:52,113.558828,22.765166,24,0,0,24,113.553713,22.768132,113.565339,22.77101,59484.2963
101437000_25019,2023/11/29 14:28,113.409032,22.943552,24,0,0,22,113.40352,22.946124,113.415489,22.949859,59484.2963
101437000_27221,2024/1/17 11:50,113.341762,22.948051,24,0,0,24,113.336327,22.950697,113.34835,22.953716,59484.2963
101437000_27561,2024/1/24 15:35,113.380384,22.873583,24,0,0,30,113.374891,22.876199,113.386836,22.879756,59484.2963
101437000_27631,2024/1/25 21:36,113.452702,23.178997,24,0,0,24,113.447229,23.181516,113.459283,23.184685,59484.2963
101437000_29759,2024/4/2 23:12,113.272632,23.102781,24,0,0,24,113.267302,23.105466,113.279065,23.109095,59484.2963
MA5DT8Q54_440111697,2024/4/10 8:02,113.195166,23.15237,24,0,7,24,113.189782,23.15498,113.201677,23.158278,59484.2963
664162117_24041112271348413213,2024/4/24 8:04,113.20778,23.235082,24,0,5,0,113.202412,23.237683,113.214322,23.240807,59484.2963
101437000_33913,2024/6/25 17:32,113.663836,23.127948,24,0,0,24,113.658715,23.130744,113.670295,23.134052,59484.2963
101437000_35357,2024/7/19 17:29,113.345872,22.968129,24,0,0,24,113.340428,22.970759,113.352449,22.973807,59484.2963
101437000_35889,2024/7/25 1:07,113.297882,23.297232,24,0,0,24,113.292508,23.299821,113.304356,23.303437,59484.2963
395815801_4401110033,2017/11/25 3:53,113.32275,23.212041,8,47,3,0,113.317336,23.214615,113.329301,23.217832,58658.12552
395815801_4401110030,2017/11/25 3:15,113.300683,23.253427,8,46,3,0,113.295308,23.256025,113.307131,23.259582,57831.95474
MA5CYYPT-1_S16248759767741,2021/8/28 8:00,113.414032,23.106895,0,70,255,0,113.40851,23.109398,113.420474,23.113146,57831.95474
MA5DT8Q54_4401050312,2022/5/28 8:02,113.371039,23.101844,10,40,2,0,113.365542,23.104375,113.377533,23.107862,57831.95474
395815801_4401040026,2017/11/25 3:54,113.267499,23.129777,8,45,9,0,113.262171,23.132453,113.273924,23.136043,57005.78395
MA59P1AN5_6585,2021/5/2 8:00,113.373934,22.962945,23,0,255,0,113.368442,22.965532,113.380435,22.969018,57005.78395
101437000_12467,2022/10/17 18:21,113.332521,23.020309,23,0,0,21,113.3271,23.022941,113.339068,23.025991,57005.78395
MA5DT8Q54_4401840030,2023/8/29 8:02,113.524469,23.472409,23,0,1,0,113.519205,23.475056,113.530889,23.478738,57005.78395
101437000_26087,2023/12/22 10:26,113.262269,23.395078,22,2,0,2,113.256925,23.397677,113.268722,23.401281,56179.61317
313744932_654,2018/7/27 16:32,113.275208,23.094157,8,42,7,0,113.269876,23.096843,113.281647,23.100487,54527.27161
MA51TJTF4_1947,2019/4/29 13:17,113.297618,22.961587,22,0,255,0,113.292267,22.964305,113.304093,22.967796,54527.27161
MA5AK2NB6_57,2021/1/6 8:00,113.432902,23.381566,22,0,255,0,113.427378,23.383996,113.439397,23.387511,54527.27161
MA59P1AN5_6566,2021/5/2 8:00,113.540659,22.800056,22,0,255,0,113.535492,22.80297,113.547127,22.806216,54527.27161
MA59P1AN5_6533,2021/5/2 8:00,113.367018,23.029172,22,0,255,0,113.361532,23.03174,113.373518,23.035117,54527.27161
MA59P1AN5_6549,2021/5/2 8:00,113.216295,23.088661,22,0,255,0,113.210949,23.09133,113.222874,23.09433,54527.27161
MA59P1AN5_6619,2021/5/2 8:00,113.224642,23.105693,22,0,255,0,113.219304,23.108365,113.231204,23.111362,54527.27161
201437000_4401131002,2021/11/26 8:00,113.30983,23.037297,22,0,255,0,113.304453,23.039964,113.316327,23.043299,54527.27161
MA5DT8Q54_4401130779,2022/5/28 8:02,113.406372,23.055161,22,0,3,0,113.400852,23.057685,113.412821,23.061485,54527.27161
101437000_14899,2023/2/13 17:07,113.257032,23.161167,22,0,0,22,113.251705,23.163834,113.263508,23.16729,54527.27161
101437000_20288,2023/8/4 0:54,113.486225,22.865696,22,0,0,22,113.480869,22.868428,113.492733,22.871628,54527.27161
101437000_20872,2023/8/16 18:08,113.443882,23.118588,22,0,0,22,113.438394,23.121115,113.450412,23.124359,54527.27161
MA5DT8Q54_4401120345,2023/8/29 8:03,113.469999,23.174961,11,33,1,0,113.464571,23.17752,113.476573,23.180669,54527.27161
101437000_21702,2023/9/8 10:40,113.429925,22.951746,22,0,0,22,113.424427,22.954325,113.436444,22.957751,54527.27161
101437000_22290,2023/9/21 9:58,113.313222,22.986815,22,0,0,24,113.307842,22.989497,113.319727,22.992757,54527.27161
101437000_23683,2023/11/2 0:15,113.209831,23.248266,22,0,0,22,113.204465,23.250866,113.216372,23.253969,54527.27161
101437000_25735,2023/12/15 0:10,113.299098,23.26948,22,0,0,22,113.293724,23.272075,113.30555,23.275662,54527.27161
101437000_29757,2024/4/2 22:55,113.427128,22.943852,22,0,0,22,113.421627,22.946432,113.433636,22.949907,54527.27161
101437000_30819,2024/4/28 11:47,113.457937,22.888344,22,0,0,22,113.452496,22.890994,113.464486,22.894002,54527.27161
101437000_31605,2024/5/13 14:22,113.334777,23.010985,22,0,0,22,113.329352,23.013617,113.341324,23.016654,54527.27161
101437000_33675,2024/6/21 13:17,113.386429,22.974089,22,0,0,22,113.380923,22.976657,113.392883,22.980348,54527.27161
101437000_37151,2024/8/14 17:05,113.405106,22.954346,22,0,0,1,113.399593,22.956913,113.411559,22.960678,54527.27161
395815801_4401140010,2017/12/3 16:04,113.304154,23.435345,4,53,9,0,113.29876,23.437898,113.310652,23.441451,53701.10083
313744932_1254,2018/7/27 16:32,113.44521,23.16629,2,57,7,0,113.439721,23.1688,113.451766,23.172048,52048.75926
914401153_JT0151,2019/12/7 8:00,113.259606,22.98295,21,0,2,0,113.254291,22.985691,113.26607,22.989113,52048.75926
101437000_2356,2020/2/19 16:17,113.216295,23.088661,21,0,0,0,113.210949,23.09133,113.222874,23.09433,52048.75926
231227827_5492,2021/5/14 9:28,113.289352,22.993376,21,0,255,0,113.284011,22.996092,113.295778,22.999673,52048.75926
MA1YDN61Y_MA1YDN61X.336537,2024/6/25 20:14,113.419754,23.115713,12,26,255,38,113.414235,23.118215,113.426204,23.121884,51222.58848
MA5DT8Q54_4401120092,2021/12/10 8:02,113.458026,23.147497,14,19,5,0,113.452567,23.150039,113.464583,23.153156,50396.4177
395815801_4401130049,2018/5/6 8:00,113.289303,22.892413,20,0,2,0,113.283969,22.895171,113.295723,22.898709,49570.24692
914401153_JT0083,2018/7/12 8:00,113.364994,23.441176,20,0,2,0,113.359483,23.443619,113.371529,23.447091,49570.24692
313744932_12679,2018/7/27 16:32,113.514051,22.78069,20,0,7,0,113.508798,22.783536,113.520469,22.787011,49570.24692
MA5AU5N17_434,2019/3/19 13:48,113.2198,23.197891,20,0,255,0,113.214451,23.200522,113.226388,23.203555,49570.24692
101437000_201,2019/6/13 11:20,113.37619,22.995,20,0,0,0,113.370693,22.99757,113.382654,23.001106,49570.24692
101437000_293,2019/7/22 11:09,113.540659,22.800056,20,0,0,0,113.535492,22.80297,113.547127,22.806216,49570.24692
101437000_422,2019/8/9 10:30,113.582203,23.190687,20,0,0,0,113.577105,23.193516,113.588792,23.196353,49570.24692
914401153_JT0137,2019/8/31 8:00,113.244036,23.413199,20,0,2,0,113.238691,23.415794,113.25057,23.419097,49570.24692
101437000_1092,2019/9/17 9:35,113.602317,23.123457,20,0,0,0,113.597241,23.126321,113.608826,23.12932,49570.24692
101437000_1346,2019/10/18 15:29,113.234072,23.093422,20,0,0,0,113.228743,23.096108,113.24063,23.099172,49570.24692
101437000_3680,2020/6/2 8:00,113.380056,22.969497,20,0,0,0,113.374556,22.972074,113.386532,22.97567,49570.24692
101437000_3772,2020/6/8 17:45,113.371933,22.952704,20,0,0,0,113.366445,22.955298,113.378445,22.958742,49570.24692
914401153_JT0163,2020/6/10 8:00,113.341384,23.142,20,0,2,0,113.335937,23.144565,113.347937,23.147658,49570.24692
MA5AK2NB6_33,2020/10/12 8:00,113.2198,23.197891,20,0,255,0,113.214451,23.200522,113.226388,23.203555,49570.24692
MA59RJTY6_275,2020/10/28 8:00,113.22002,23.04931,20,0,11,0,113.214681,23.052,113.226598,23.054972,49570.24692
673457030_12,2021/3/26 14:07,113.293818,23.360205,20,0,255,0,113.288446,23.362785,113.300248,23.366456,49570.24692
MA5AK2NB6_76,2021/4/2 8:00,113.300128,23.303319,20,0,255,0,113.29475,23.305903,113.306612,23.309491,49570.24692
MA5AK2NB6_77,2021/4/2 8:00,113.300194,23.303299,20,0,255,0,113.294816,23.305883,113.306678,23.30947,49570.24692
MA59P1AN5_6512,2021/5/2 8:00,113.602753,23.123479,20,0,255,0,113.597677,23.126343,113.60926,23.129349,49570.24692
MA59P1AN5_6556,2021/5/2 8:00,113.33413,22.942287,20,0,255,0,113.328711,22.94495,113.340714,22.947967,49570.24692
MA59P1AN5_6562,2021/5/2 8:00,113.43936,23.10708,20,0,255,0,113.433865,23.109604,113.445886,23.112918,49570.24692
MA59P1AN5_6583,2021/5/2 8:00,113.582203,23.190687,20,0,255,0,113.577105,23.193516,113.588792,23.196353,49570.24692
MA59P1AN5_6524,2021/5/2 8:00,113.234072,23.093422,20,0,255,0,113.228743,23.096108,113.24063,23.099172,49570.24692
MA59P1AN5_6535,2021/5/2 8:00,113.421318,22.96652,20,0,255,0,113.41581,22.969086,113.4278,22.972672,49570.24692
231227827_889,2021/5/14 9:28,113.462817,23.145519,20,0,255,0,113.457371,23.148072,113.469372,23.15118,49570.24692
231227827_890,2021/5/14 9:28,113.818671,23.28416,20,0,255,0,113.813571,23.286848,113.825245,23.28982,49570.24692
MA59P1AN5_6678,2021/5/21 8:00,113.274593,22.955407,20,0,255,0,113.269271,22.958153,113.281046,22.961737,49570.24692
101437000_5694,2021/6/9 10:13,113.528274,22.835073,20,0,0,20,113.523066,22.837941,113.534731,22.841386,49570.24692
914401153_11530010,2021/7/9 12:07,113.229162,23.342415,20,0,2,0,113.223813,23.345013,113.235722,23.348113,49570.24692
MA1MY0GF9_36010,2021/7/18 8:00,113.517028,22.827841,20,0,5,0,113.511782,22.830679,113.52348,22.834181,49570.24692
MA1MY0GF9_35996,2021/7/18 8:00,113.555251,22.708226,20,0,5,0,113.550131,22.711202,113.561789,22.714137,49570.24692
MA008CB97_24,2021/7/19 15:24,113.325872,23.148485,20,0,4,0,113.320456,23.151077,113.332412,23.154232,49570.24692
MA008CB97_22,2021/7/19 15:24,113.353917,22.960434,20,0,4,0,113.348458,22.963053,113.360485,22.966184,49570.24692
MA5CLBJN0_421,2021/8/23 15:14,113.29435,23.066553,20,0,255,0,113.288997,23.069231,113.300819,23.072805,49570.24692
101437000_6168,2021/8/26 10:50,113.349737,23.287202,20,0,0,0,113.344263,23.289701,113.356305,23.292907,49570.24692
MA5CYYPT-1_S16012933358524,2021/8/28 8:00,113.572,23.121501,20,0,9,0,113.56689,23.124345,113.578546,23.127186,49570.24692
MA5CYYPT-1_S16248757102075,2021/8/28 8:00,113.413968,23.106688,20,0,255,0,113.408446,23.109191,113.42041,23.11294,49570.24692
MA5DT8Q54_4401830006,2021/10/13 8:00,113.857496,23.277655,20,0,1,0,113.852499,23.280416,113.863967,23.283785,49570.24692
101437000_6524,2021/11/2 13:56,113.565649,23.110323,20,0,0,0,113.560527,23.113162,113.57219,23.116072,49570.24692
201437000_4401131001,2021/11/25 8:00,113.297609,22.962805,20,0,255,0,113.292258,22.965523,113.304083,22.969013,49570.24692
MA5DT8Q54_4401840043,2021/12/10 8:00,113.654599,23.646041,20,0,1,0,113.649457,23.648773,113.661054,23.652288,49570.24692
67345703X_603,2021/12/15 8:00,113.343291,23.29611,20,0,2,0,113.337829,23.298619,113.349874,23.301778,49570.24692
101437000_7477,2021/12/28 10:17,113.523705,22.804391,20,0,0,20,113.518483,22.807258,113.530142,22.810726,49570.24692
MA5DT8Q54_4401180138,2022/1/8 8:01,113.593071,23.19031,20,0,2,0,113.587985,23.193147,113.599644,23.19605,49570.24692
101437000_7825,2022/1/21 16:02,113.384297,23.095132,20,0,0,0,113.378784,23.097651,113.390755,23.101365,49570.24692
101437000_7887,2022/2/9 14:48,113.345138,22.834597,20,0,0,20,113.339704,22.837283,113.351723,22.840273,49570.24692
101437000_7959,2022/2/17 11:45,113.345715,23.00954,20,0,0,0,113.340268,23.012152,113.352261,23.015211,49570.24692
MA2KF49M9_69151195X_001,2022/3/23 8:01,113.554375,23.100483,20,0,0,0,113.549227,23.103305,113.56089,23.106406,49570.24692
726811355_16659,2022/3/25 8:00,113.385448,23.101864,20,0,4,0,113.379934,23.104379,113.391896,23.10811,49570.24692
101437000_8955,2022/4/12 20:46,113.291656,22.992569,20,0,0,0,113.286312,22.995282,113.298087,22.998845,49570.24692
MA2KF49M9_MA5D3WP35_002,2022/4/24 12:28,113.345024,22.834816,20,0,0,0,113.33959,22.837502,113.351609,22.840491,49570.24692
MA59TULR9_4401130012,2022/5/16 18:56,113.35336,22.910961,20,0,1,0,113.347905,22.913601,113.359904,22.916699,49570.24692
101437000_9429,2022/5/24 9:52,113.353161,23.253595,20,0,0,0,113.347683,23.256098,113.359696,23.259329,49570.24692
MA5DT8Q54_4401060107,2022/5/28 8:01,113.387128,23.156126,20,0,5,0,113.381609,23.158617,113.39357,23.162391,49570.24692
MA5DT8Q54_4401050309,2022/5/28 8:02,113.275219,23.088564,20,0,2,0,113.269888,23.091253,113.281663,23.094895,49570.24692
MA5DT8Q54_4401130285,2022/5/28 8:02,113.433983,22.951982,20,0,5,0,113.42849,22.954566,113.440517,22.957915,49570.24692
MA5DT8Q54_4401150254,2022/5/28 8:02,113.561455,22.79719,20,0,3,0,113.556344,22.800151,113.567991,22.802997,49570.24692
MA5DT8Q54_4401120093,2022/6/1 8:02,113.468926,23.161079,20,0,4,20,113.463496,23.163641,113.475489,23.166775,49570.24692
101437000_11943,2022/9/23 12:18,113.349737,23.287202,20,0,0,0,113.344263,23.289701,113.356305,23.292907,49570.24692
101437000_11981,2022/9/23 18:25,113.597254,23.522974,20,0,0,0,113.592149,23.525746,113.603801,23.528764,49570.24692
MA5DT8Q54_4401060450,2022/11/22 8:01,113.348129,23.176723,20,0,9,0,113.342666,23.179262,113.354707,23.182416,49570.24692
101437000_13383,2022/11/24 10:19,113.58224,22.798962,20,0,0,20,113.577168,22.801951,113.588807,22.804623,49570.24692
101437000_13393,2022/11/24 11:02,113.602135,23.126711,20,0,0,0,113.597059,23.129574,113.608643,23.132571,49570.24692
101437000_13493,2022/11/30 11:39,113.564031,22.750347,20,0,0,0,113.558929,22.753328,113.570567,22.756117,49570.24692
101437000_14551,2023/1/12 22:51,113.153349,23.356472,20,0,0,18,113.147876,23.358942,113.159768,23.362788,49570.24692
101437000_15073,2023/2/22 12:10,113.487696,22.941238,20,0,0,0,113.48234,22.943943,113.494222,22.947201,49570.24692
101437000_15355,2023/3/7 17:22,113.332546,23.438129,20,0,0,0,113.327097,23.440631,113.339129,23.443818,49570.24692
101437000_15991,2023/3/27 21:14,113.354116,22.940313,20,0,0,20,113.348658,22.94294,113.360684,22.946065,49570.24692
101437000_16299,2023/4/3 9:36,113.294398,23.066505,20,0,0,20,113.289045,23.069183,113.300867,23.072757,49570.24692
101437000_16735,2023/4/18 22:14,113.349339,22.96277,20,0,0,20,113.343888,22.965396,113.355915,22.968473,49570.24692
101437000_16807,2023/4/19 11:33,113.312792,23.084271,20,0,0,20,113.307406,23.086912,113.319316,23.090224,49570.24692
101437000_16999,2023/4/25 17:32,113.290977,23.030358,20,0,0,20,113.285632,23.033056,113.29741,23.036641,49570.24692
101437000_17141,2023/5/5 10:43,113.617172,23.156686,20,0,0,20,113.612095,23.159533,113.623643,23.16281,49570.24692
101437000_17323,2023/5/11 18:46,113.814059,23.275276,20,0,0,20,113.808947,23.277958,113.820621,23.28095,49570.24692
PENGHUI02_38,2023/6/29 16:02,113.38545,23.10183,20,0,255,0,113.379936,23.104345,113.391898,23.108076,49570.24692
101437000_20546,2023/8/7 14:44,113.481384,22.965417,20,0,0,24,113.476006,22.968094,113.487928,22.971271,49570.24692
101437000_20950,2023/8/17 23:33,113.592231,23.113738,20,0,0,20,113.587149,23.116604,113.598774,23.119462,49570.24692
MA5DT8Q54_4401060452,2023/8/29 8:02,113.367316,23.147702,20,0,1,0,113.361821,23.15022,113.373814,23.153652,49570.24692
MA5DT8Q54_4401180339,2023/8/29 8:03,113.610969,23.286173,20,0,1,0,113.605885,23.288979,113.617472,23.292192,49570.24692
MA2KF49M9_MA5G42R26_001,2023/9/22 8:03,113.305998,23.006894,20,0,0,0,113.30063,23.00958,113.312464,23.012961,49570.24692
101437000_23955,2023/11/8 12:04,113.557407,23.107986,20,0,0,20,113.552266,23.110811,113.563925,23.113856,49570.24692
101437000_24989,2023/11/28 16:50,113.221059,23.363878,20,0,0,24,113.2157,23.366463,113.22761,23.369535,49570.24692
101437000_25063,2023/11/29 23:44,113.219918,23.048426,20,0,0,20,113.214579,23.051117,113.226496,23.054088,49570.24692
MABXJT5Y7_1156,2023/12/16 8:04,113.427579,22.94919,20,0,5,0,113.422078,22.951768,113.43409,22.955237,49570.24692
101437000_25827,2023/12/16 11:34,113.21095,23.413045,20,0,0,20,113.205574,23.415608,113.217525,23.418745,49570.24692
101437000_26735,2024/1/7 15:53,113.627898,23.135092,20,0,0,20,113.622818,23.137939,113.634323,23.141363,49570.24692
101437000_26897,2024/1/9 19:48,113.248724,23.346641,20,0,0,20,113.243385,23.34925,113.255222,23.352617,49570.24692
101437000_26899,2024/1/9 19:48,113.243414,23.395984,20,0,0,20,113.23807,23.398582,113.249934,23.401868,49570.24692
101437000_27411,2024/1/22 15:03,113.274741,23.168396,20,0,0,17,113.269405,23.171053,113.281182,23.174725,49570.24692
101437000_27559,2024/1/24 15:35,113.448575,22.843303,20,0,0,20,113.443115,22.845953,113.455147,22.849025,49570.24692
101437000_27625,2024/1/25 18:44,113.288915,23.331363,20,0,0,20,113.283552,23.333955,113.295361,23.337668,49570.24692
101437000_27599,2024/1/26 11:46,113.296197,23.035638,20,0,0,20,113.290844,23.038326,113.302647,23.041862,49570.24692
101437000_28729,2024/3/12 13:07,113.484649,23.409887,20,0,0,20,113.479251,23.412422,113.491178,23.415795,49570.24692
101437000_28995,2024/3/18 17:33,113.293804,23.214475,20,0,0,1,113.288442,23.217096,113.300257,23.220731,49570.24692
101437000_29249,2024/3/22 23:22,113.223682,23.378959,20,0,0,20,113.218325,23.381544,113.230233,23.384622,49570.24692
101437000_29761,2024/4/3 0:31,113.386789,23.023895,20,0,0,20,113.381279,23.026442,113.393221,23.030154,49570.24692
101437000_29993,2024/4/9 13:56,113.228879,23.334234,20,0,0,1,113.22353,23.336834,113.235447,23.339932,49570.24692
101437000_31733,2024/5/15 19:30,113.345878,23.010376,20,0,0,20,113.340431,23.012987,113.352424,23.016048,49570.24692
101437000_32131,2024/5/23 17:20,113.31223,23.08488,20,0,0,20,113.306845,23.087522,113.318752,23.090843,49570.24692
101437000_33255,2024/6/14 15:26,113.312912,23.284515,20,0,0,20,113.307513,23.287084,113.319427,23.290464,49570.24692
101437000_33637,2024/6/20 11:50,113.476565,22.806065,20,0,0,20,113.471182,22.808792,113.483115,22.811846,49570.24692
101437000_34489,2024/7/3 18:30,113.216754,23.086872,20,0,0,20,113.211408,23.089542,113.223335,23.09254,49570.24692
101437000_35187,2024/7/17 16:08,113.603104,22.755602,20,0,0,20,113.598053,22.758615,113.609614,22.761479,49570.24692
101437000_35309,2024/7/19 11:33,113.170029,23.459621,20,0,0,20,113.164578,23.462106,113.176468,23.465915,49570.24692
101437000_35301,2024/7/19 11:34,113.287629,23.011674,20,0,0,20,113.282289,23.014384,113.294046,23.017983,49570.24692
101437000_36553,2024/8/5 12:24,113.251019,23.171798,20,0,0,20,113.245692,23.174461,113.257527,23.177818,49570.24692
101437000_36579,2024/8/5 18:09,113.777109,23.278096,20,0,0,20,113.77192,23.280728,113.783563,23.284309,49570.24692
914401153_JT0088,2018/8/22 8:00,113.473377,22.943825,17,8,2,0,113.467975,22.946489,113.479948,22.949568,48744.07614
101437000_25737,2023/12/15 0:10,113.298985,23.269462,0,58,0,30,113.293611,23.272057,113.305437,23.275645,47917.90535
914401153_JT0080,2018/7/5 8:00,113.314354,23.016832,19,0,2,0,113.30897,23.0195,113.320851,23.022751,47091.73457
101437000_404,2019/8/6 16:25,113.288419,23.241583,19,0,0,0,113.283063,23.244201,113.294838,23.247887,47091.73457
101437000_1382,2019/10/18 15:28,113.248073,23.387607,19,0,0,0,113.242731,23.390208,113.254568,23.39357,47091.73457
101437000_4296,2020/8/17 15:50,113.373934,22.962945,19,0,0,0,113.368442,22.965532,113.380435,22.969018,47091.73457
914401153_11530008,2021/5/1 8:00,113.240758,23.131113,19,0,2,0,113.235431,23.133788,113.247271,23.136951,47091.73457
MA59P1AN5_6522,2021/5/2 8:00,113.594374,23.137159,19,0,255,0,113.589293,23.140016,113.600906,23.142907,47091.73457
MA59P1AN5_6527,2021/5/2 8:00,113.248073,23.387607,19,0,255,0,113.242731,23.390208,113.254568,23.39357,47091.73457
MA5CJRA40_115,2021/7/13 14:09,113.337048,23.088766,19,0,2,0,113.331613,23.091361,113.343627,23.094432,47091.73457
MA5DT8Q54_4401060009,2021/12/10 8:00,113.343569,23.164259,19,0,1,0,113.338116,23.166811,113.350142,23.169926,47091.73457
MA5DT8Q54_4401140056,2021/12/10 8:00,113.035277,23.377984,19,0,1,0,113.029888,23.380502,113.041691,23.384309,47091.73457
101437000_11783,2022/9/15 13:20,113.27851,23.00995,19,0,0,0,113.273181,23.01267,113.284922,23.016285,47091.73457
101437000_12475,2022/10/17 18:21,113.337497,23.08909,19,0,0,19,113.332061,23.091684,113.344076,23.094755,47091.73457
313744932_2561,2018/7/27 16:32,113.337208,23.133305,2,48,7,0,113.33177,23.135881,113.343757,23.138965,44613.22223
914401153_JT0098,2018/11/30 15:18,113.645953,23.120035,18,0,2,0,113.640857,23.122865,113.65237,23.126356,44613.22223
101437000_46,2019/1/15 14:19,113.505604,23.170509,18,0,0,0,113.500295,23.173171,113.512064,23.176759,44613.22223
914401153_JT0105,2019/1/28 8:00,113.606423,23.125224,18,0,2,0,113.601349,23.128087,113.612917,23.131157,44613.22223
MA51TJTF4_1809,2019/1/28 11:32,113.298782,22.965042,18,0,255,0,113.293429,22.967757,113.305258,22.971233,44613.22223
914401153_JT0111,2019/1/31 8:00,113.34385,23.139496,18,0,2,0,113.338398,23.142057,113.350401,23.145159,44613.22223
MA5AU5N17_424,2019/3/8 9:57,113.307968,23.13287,18,0,255,0,113.302588,23.1355,113.314441,23.138902,44613.22223
MA1MY0GF9_25502,2019/6/5 8:00,113.30909,22.979046,18,0,2,0,113.303718,22.981739,113.315588,22.985062,44613.22223
101437000_291,2019/7/21 22:29,113.329458,22.940362,18,0,0,0,113.324049,22.943035,113.336034,22.946076,44613.22223
101437000_646,2019/8/31 23:30,113.415941,23.008584,18,0,0,0,113.410427,23.011129,113.422375,23.014808,44613.22223
101437000_2124,2019/11/25 14:17,113.32754,23.175118,18,0,0,0,113.322119,23.177696,113.334109,23.180851,44613.22223
101437000_2516,2019/12/24 14:26,113.434078,23.18802,18,0,0,18,113.428569,23.190506,113.440612,23.193952,44613.22223
914401153_JT0155,2020/1/3 8:00,113.528887,23.139833,18,0,2,0,113.523661,23.142576,113.535308,23.146134,44613.22223
101437000_3750,2020/6/3 8:00,113.21808,23.226561,18,0,0,0,113.212727,23.229179,113.224643,23.232222,44613.22223
101437000_4434,2020/9/7 10:35,113.617084,23.147796,18,0,0,0,113.612008,23.150646,113.623547,23.153917,44613.22223
MA59P1AN5_6532,2021/5/2 8:00,113.566267,23.103925,18,0,255,0,113.561147,23.106768,113.572815,23.109668,44613.22223
MA59P1AN5_6610,2021/5/2 8:00,113.415545,23.008777,18,0,255,0,113.410031,23.011322,113.421978,23.015007,44613.22223
MA59P1AN5_6577,2021/5/2 8:00,113.21808,23.226561,18,0,255,0,113.212727,23.229179,113.224643,23.232222,44613.22223
MA59P1AN5_6552,2021/5/2 8:00,113.434078,23.18802,18,0,255,0,113.428569,23.190506,113.440612,23.193952,44613.22223
MA59P1AN5_6565,2021/5/2 8:00,113.329458,22.940362,18,0,255,0,113.324049,22.943035,113.336034,22.946076,44613.22223
101437000_6304,2021/9/18 21:51,113.434167,23.177479,18,0,0,0,113.428659,23.179969,113.440698,23.183409,44613.22223
101437000_7325,2021/12/21 14:38,113.435803,23.140081,18,0,0,0,113.4303,23.142587,113.442307,23.145976,44613.22223
101437000_7915,2022/2/24 17:50,113.365749,22.917454,18,0,0,0,113.360272,22.920071,113.372262,22.923378,44613.22223
MA5DT8Q54_4401110283,2022/5/28 8:02,113.256442,23.267258,18,0,2,0,113.251108,23.269888,113.262907,23.273368,44613.22223
101437000_11399,2022/8/29 16:30,113.519312,23.097131,18,0,0,0,113.514056,23.099864,113.525746,23.103472,44613.22223
101437000_11665,2022/9/13 12:31,113.298487,23.078437,18,0,0,0,113.293127,23.081104,113.304965,23.084633,44613.22223
101437000_11835,2022/9/19 11:50,113.309074,22.978609,18,0,0,0,113.303702,22.981302,113.315572,22.984626,44613.22223
101437000_12063,2022/9/27 12:30,113.409505,22.814335,18,0,0,0,113.404002,22.816959,113.415958,22.820637,44613.22223
101437000_12347,2022/10/13 13:03,113.309257,23.039114,18,0,0,18,113.303881,23.041781,113.315753,23.045127,44613.22223
MA5DT8Q54_4401110661,2022/11/22 8:01,113.272,23.3555,18,0,9,0,113.266653,23.358102,113.278422,23.361808,44613.22223
MA5DT8Q54_4401110663,2022/11/22 8:01,113.258209,23.159613,18,0,2,24,113.252882,23.16228,113.26468,23.165755,44613.22223
MA5DT8Q54_4401060012,2022/11/22 8:01,113.329079,23.139033,18,0,1,0,113.323657,23.141622,113.33562,23.144744,44613.22223
MA5DT8Q54_4401150265,2023/4/1 8:04,113.560222,22.797379,18,0,255,0,113.555108,22.800337,113.566754,22.803205,44613.22223
MA5DT8Q54_4401130738,2023/8/29 8:02,113.27989,22.955696,17,3,2,0,113.274563,22.958438,113.28634,22.96204,44613.22223
